INFO: ChannelWidth 160, Arch_filename "/home/alex/Documents/EPFL/PARSA/VTR8_S/vtr_flow/arch/timing/k6_frac_N10_frac_chain_mem32K_40nm.xml"
INFO: Total: SegmentTypes 1, Channels 2, Delta_xs 30, Delta_ys 30

SegTypeId 0 (unnamed_segment_0, length 4) Chan 0
15, 27 : 1.45322e-09, 1.44414e-09
15, 28 : 1.42384e-09, 1.44414e-09
15, 29 : 1.59428e-09, 1.62047e-09
16, 0 : 6.25655e-10, 5.97756e-10
16, 1 : 7.00942e-10, 7.74086e-10
16, 2 : 7.10681e-10, 7.74086e-10
16, 3 : 7.06254e-10, 7.74086e-10
16, 4 : 7.06254e-10, 7.74086e-10
16, 5 : 7.26124e-10, 7.3882e-10
16, 6 : 7.21696e-10, 7.74086e-10
16, 7 : 7.65611e-10, 7.3882e-10
16, 8 : 7.6229e-10, 7.3882e-10
16, 9 : 7.7668e-10, 7.3882e-10
16, 10 : 8.48647e-10, 8.79883e-10
16, 11 : 9.03354e-10, 8.79883e-10
16, 12 : 9.0114e-10, 8.79883e-10
16, 13 : 9.1553e-10, 8.79883e-10
16, 14 : 9.97843e-10, 1.02095e-09
16, 15 : 1.0411e-09, 1.02095e-09
16, 16 : 1.02951e-09, 1.02095e-09
16, 17 : 1.05438e-09, 1.02095e-09
16, 18 : 1.13669e-09, 1.16201e-09
16, 19 : 1.17995e-09, 1.16201e-09
16, 20 : 1.17663e-09, 1.16201e-09
16, 21 : 1.18991e-09, 1.16201e-09
16, 22 : 1.2652e-09, 1.30307e-09
16, 23 : 1.32101e-09, 1.30307e-09
16, 24 : 1.31548e-09, 1.30307e-09
16, 25 : 1.33097e-09, 1.30307e-09
16, 26 : 1.41218e-09, 1.44414e-09
16, 27 : 1.45543e-09, 1.44414e-09
16, 28 : 1.44495e-09, 1.44414e-09
16, 29 : 1.6844e-09, 1.72626e-09
17, 0 : 7.00942e-10, 7.3882e-10
17, 1 : 7.18524e-10, 7.3882e-10
17, 2 : 7.18524e-10, 7.74086e-10
17, 3 : 7.18524e-10, 7.74086e-10
17, 4 : 7.21696e-10, 7.74086e-10
17, 5 : 7.5159e-10, 7.3882e-10
17, 6 : 7.42883e-10, 7.3882e-10
17, 7 : 8.4621e-10, 9.15149e-10
17, 8 : 8.62314e-10, 9.15149e-10
17, 9 : 8.83947e-10, 8.79883e-10
17, 10 : 8.84452e-10, 8.79883e-10
17, 11 : 9.87051e-10, 1.05621e-09
17, 12 : 9.96129e-10, 1.02095e-09
17, 13 : 1.02722e-09, 1.02095e-09
17, 14 : 1.02345e-09, 1.02095e-09
17, 15 : 1.12391e-09, 1.19728e-09
17, 16 : 1.11092e-09, 1.16201e-09
17, 17 : 1.16393e-09, 1.16201e-09
17, 18 : 1.16023e-09, 1.16201e-09
17, 19 : 1.26586e-09, 1.33834e-09
17, 20 : 1.27383e-09, 1.30307e-09
17, 21 : 1.305e-09, 1.30307e-09
17, 22 : 1.29798e-09, 1.30307e-09
17, 23 : 1.41378e-09, 1.44414e-09
17, 24 : 1.4248e-09, 1.44414e-09
17, 25 : 1.44488e-09, 1.44414e-09
17, 26 : 1.43668e-09, 1.44414e-09
17, 27 : 1.55263e-09, 1.5852e-09
17, 28 : 1.52858e-09, 1.5852e-09
17, 29 : 1.68575e-09, 1.72626e-09
18, 0 : 7.18524e-10, 7.3882e-10
18, 1 : 7.39637e-10, 7.74086e-10
18, 2 : 7.39637e-10, 7.74086e-10
18, 3 : 7.39637e-10, 7.74086e-10
18, 4 : 7.45097e-10, 7.74086e-10
18, 5 : 7.66718e-10, 7.3882e-10
18, 6 : 7.66718e-10, 7.3882e-10
18, 7 : 8.63866e-10, 9.15149e-10
18, 8 : 8.88374e-10, 8.79883e-10
18, 9 : 9.03354e-10, 8.79883e-10
